wl_entry_id,wl_nm,data_id,ref_num,entity_nm,fka_nm,designation_txt,gender_txt,add_info,listed_dt,entity_type
WLE-4965,US OFAC,us-ofac.880f834d5c8e93b18a3eff8e1474c57df8580378,DPRK2,Sung Sop KU,,"Consul General, Shenyang, China",,,,Individual
WLE-4966,US OFAC,us-ofac.89ce6c6aca9d957d04d1bbef9e2f89f7cbd57b28,DPRK2,Yong Su JONG,,Minister of Labor,,,,Individual
WLE-4967,US OFAC,us-ofac.fe603ce3b04acaf3c8ddde6bf3dbf9937c6c2919,VENEZUELA,Sandra OBLITAS RUZZA,,Vice President of Venezuela's National Electoral Council; Rector of Venezuela's National Electoral Council; President of Venezuela's Civil and Electoral Registry Commission,,,,Individual
WLE-4968,US OFAC,us-ofac.1c27e202012a6e485cea3ed150ee8b34eaa77b12,VENEZUELA,Ernesto Emilio VILLEGAS POLJAK,,Venezuela's Minster of Culture,,,,Individual
WLE-4969,US OFAC,us-ofac.f6c9c152e70242e6bc927ae140d13ddc93d4a1ec,VENEZUELA,Jorge Elieser MARQUEZ MONSALVE,,Venezuela's Minister of the Office of the Presidency,,,,Individual
WLE-4970,US OFAC,us-ofac.7938eddbcf5c1dfe0078c6b859f1c1aa23052e0a,VENEZUELA,Carlos Alberto OSORIO ZAMBRANO,,President of the Superior Organ of Venezuela's Transport Mission,,,,Individual
WLE-4971,US OFAC,us-ofac.bb6cce30e27c169a4a6e446aafd65bf34b24ec5a,IFSR; SDGT; IRGC,FORENT TECHNIK GMBH,,,,,,Organization
WLE-4972,US OFAC,us-ofac.d0d51f8b10b348e52764561133f376ba937c070f,IFSR; SDGT; IRGC,PRINTING TRADE CENTER GMBH,,,,,,Organization
WLE-4973,US OFAC,us-ofac.851ad3575a4bd79a3e39c4d0391c1a9f8fad3217,DPRK4,YUSONG SHIPPING CO,,,,,,Organization
WLE-4974,US OFAC,us-ofac.956232726f090bfbae4ae4277520e0cfbdd8956e,DPRK4,KOREA DAEBONG SHIPPING CO,,,,,,Organization
WLE-4975,US OFAC,us-ofac.3e4f6465da8e6a2cebafcd3806352284c757fb99,DPRK4,KOREA RUNGRADO SHIPPING CO,,,,,,Organization
WLE-4976,US OFAC,us-ofac.6df0549c6f6110b299ee96ec41f8219368420597,DPRK4,7-28,,,,(Linked To: YUSONG SHIPPING CO),,Organization
WLE-4977,US OFAC,us-ofac.3bc601a450b3c5276be26d5715b2d5d76ec3d606,DPRK4,YU SONG 7,,,,(Linked To: YUSONG SHIPPING CO),,Organization
WLE-4978,US OFAC,us-ofac.4a79bcf6abe3d5e46d5f6053fffa8804c85b117e,DPRK2,Kyong-Chol JO,,DPRK Director of Military Security Command,,,,Individual
WLE-4979,US OFAC,us-ofac.d8a0125fff6a0813c2b37a602674f1faf8447db6,DPRK2,Min Chol KIM,,Diplomat at North Korean Embassy,,,,Individual
WLE-4980,US OFAC,us-ofac.97108ace1c87049f947e419b342ba7791e140ab9,VENEZUELA,Socorro Elizabeth HERNANDEZ DE HERNANDEZ,,Rector of Venezuela's National Electoral Council; Member of Venezuela's National Electoral Board,,,,Individual
WLE-4981,US OFAC,us-ofac.1996ff6ef99a42604d7d00b907d8319a412dc6ba,VENEZUELA,Elvis Eduardo HIDROBO AMOROSO,,Second Vice President of Venezuela's Constituent Assembly,,,,Individual
WLE-4982,US OFAC,us-ofac.0fd58e421bcbd77d399485a8e0ef983e0abbf30b,VENEZUELA,Manuel Angel FERNANDEZ MELENDEZ,,,,,,Individual
WLE-4983,US OFAC,us-ofac.7971649b0ecb38658e0b896eb9ce418a7dd67a52,IFSR; SDGT; IRGC,Reza HEIDARI,,,,,,Individual
WLE-4984,US OFAC,us-ofac.d7f8c2162feb1366f01c5822ab5ec7a0488d157a,IFSR; SDGT; IRGC,PARDAZESH TASVIR RAYAN CO.,,,,,,Organization
WLE-4985,US OFAC,us-ofac.16fdc9e8eb2579353124bb3717760a7f83a205c7,DPRK4,WON SAN 2,,,,(Linked To: YUSONG SHIPPING CO),,Organization
WLE-4986,US OFAC,us-ofac.bc95622397e7bfadca26bf6b4899803e629f4eef,DPRK4,KOREA RUNGRADO RYONGAK TRADING CO,,,,,,Organization
WLE-4987,US OFAC,us-ofac.9222eded0012e0683b0111ae0a97a9f22233df5c,DPRK4,ZA RYOK 2,,,,(Linked To: YUSONG SHIPPING CO),,Organization
WLE-4988,US OFAC,us-ofac.2fc5d03a59bf59fe2f1c71fdd225af82f6de5966,DPRK4,YU SONG 12,,,,(Linked To: YUSONG SHIPPING CO),,Organization
WLE-4989,US OFAC,us-ofac.5de6c2853586c8fc2059554591433a05db319e0c,DPRK4,JANG GYONG,,,,(Linked To: DAWN MARINE MANAGEMENT CO LTD),,Organization
WLE-4990,US OFAC,us-ofac.4e1f362d0b5fd61c5739af58d9481030ae7e8620,DPRK4,KUM SONG 5,,,,(Linked To: DAWN MARINE MANAGEMENT CO LTD),,Organization
WLE-4991,US OFAC,us-ofac.55ccc4236554980e6c8be2df538bb7c4cf30fee5,DPRK4,KUM UN SAN 3,,,,(Linked To: DAWN MARINE MANAGEMENT CO LTD),,Organization
WLE-4992,US OFAC,us-ofac.f156c0a6b3b2576a9f2fbfe5afa92ee045d0b9f4,DPRK4,PU HUNG 1,,,,(Linked To: KOREA RUNGRADO SHIPPING CO),,Organization
WLE-4993,US OFAC,us-ofac.c0acb6894e982b9f7cf585cfbe99ab606abbee41,DPRK4,YANG GAK DO,,,,(Linked To: KOREA RUNGRADO SHIPPING CO),,Organization
WLE-4994,US OFAC,us-ofac.73beea9ec04859e28481467ed4d37f07f7fc8184,DPRK4,RUNG RA 2,,,,(Linked To: KOREA RUNGRADO RYONGAK TRADING CO),,Organization
WLE-4995,US OFAC,us-ofac.c5125d4cc0f741265d050fd60f61ca7f4e700659,DPRK4,"DANDONG DONGYUAN INDUSTRIAL CO., LTD.",,,,,,Organization
WLE-4996,US OFAC,us-ofac.820775193c318f0fc99c9edb9530380ffe48e895,DPRK3,MINISTRY OF LAND AND MARITIME TRANSPORTATION OF THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,,,,,,Organization
WLE-4997,US OFAC,us-ofac.061b07ec1201619d5b28a3ff9fddf768286217c3,DPRK4,"DANDONG XIANGHE TRADING CO., LTD.",,,,,,Organization
WLE-4998,US OFAC,us-ofac.1050def8811a4d8ff102c7704ec5b7bedfc443b8,DPRK4,KOREA KUMBYOL TRADING COMPANY,,,,,,Organization
WLE-4999,US OFAC,us-ofac.a7994d342cfdd9083a19d919f709cdbf6cb1d829,DPRK4,KANG SONG 1,,,,(Linked To: KOREA KUMBYOL TRADING COMPANY),,Organization
WLE-5000,US OFAC,us-ofac.6a4dd80dfb37d5acf26f1b1a4a75f71cdc3ff801,DPRK4,RYE SONG GANG 1,,,,(Linked To: KOREA KUMBYOL TRADING COMPANY),,Organization
WLE-5001,US OFAC,us-ofac.621a4778be6cb1bb6d05ae6311e737323554beac,SDNTK,AGROCONSTRUCCIONES LAS PALMERAS S.A.S.,,,,,,Organization
WLE-5002,US OFAC,us-ofac.74583aaf77b2a9675786f64fca4868fd34a3c392,SDNTK,MMAG AGRICULTURA GLOBAL S.A.S.,,,,,,Organization
WLE-5003,US OFAC,us-ofac.7bd4c9425d7665908a2bb75b2f83e4f61b893b55,LIBYA3,Gordon DEBONO,,,,,,Individual
WLE-5004,US OFAC,us-ofac.bac86428e52745a38aa018c977bce2d1049c1e82,LIBYA3,Terence MICALLEF,,,,,,Individual
WLE-5005,US OFAC,us-ofac.8fe2ee0b4633660276728ce19e452ea4dab86033,LIBYA3,SCOGLITTI RESTAURANT,,,,"(Linked To: DEBONO, Darren)",,Organization
WLE-5006,US OFAC,us-ofac.97d822f11bbf0dc2a13ec53be519001a2efc0590,LIBYA3,INOVEST LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5007,US OFAC,us-ofac.ccdbabb2c11ac65b57743a7b8ab1041a2c332eee,LIBYA3,KB LINES LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5008,US OFAC,us-ofac.13db88315fa90fa8b8fa47dd489e03501bf73585,DPRK3,MINISTRY OF CRUDE OIL INDUSTRY,,,,,,Organization
WLE-5009,US OFAC,us-ofac.c425eba170a28b54f51d04519f15611172e31de3,TCO,THIEVES-IN-LAW,,,,,,Organization
WLE-5010,US OFAC,us-ofac.36d4ccde45e02374ff137ae8a9c5964bd3a7ec62,SDNTK,Keping ZHANG,,,,,,Individual
WLE-5011,US OFAC,us-ofac.613db3b080e7591def75010a1aa0276f5d2b9a6d,TCO,Ruben Albertovich TATULIAN,,,,(Linked To: VESNA HOTEL AND SPA; Linked To: NOVYI VEK - MEDIA; Linked To: THIEVES-IN-LAW),,Individual
WLE-5012,US OFAC,us-ofac.d099fc8fef82b19a864f171280cc8358ff2165d8,TCO,VESNA HOTEL AND SPA,,,,,,Organization
WLE-5013,US OFAC,us-ofac.89fc7471c59e6782a0fde59b5e50604d2d6642a0,MAGNIT,Yulia MAYOROVA,,,,,,Individual
WLE-5014,US OFAC,us-ofac.8539bb897a8c0b39c42539272971449733e4b0b7,MAGNIT,Andrei PAVLOV,,,,,,Individual
WLE-5015,US OFAC,us-ofac.3863b4bbbde2a0f5aaa5bddef0ea59d51b4cac08,DPRK4,KUM SONG 3,,,,(Linked To: DAWN MARINE MANAGEMENT CO LTD),,Organization
WLE-5016,US OFAC,us-ofac.4d0341d5525fa19870a0fa0bc4258bf55d87c23a,DPRK4,KUM SONG 7,,,,(Linked To: DAWN MARINE MANAGEMENT CO LTD),,Organization
WLE-5017,US OFAC,us-ofac.32f113938d15cbf003985fbe21788adec10020c5,DPRK4,RUNG RA DO,,,,(Linked To: KOREA RUNGRADO SHIPPING CO),,Organization
WLE-5018,US OFAC,us-ofac.df7ba19bd647c72ab786c862b98aed899db101b4,DPRK4,RUNG RA 1,,,,(Linked To: KOREA RUNGRADO RYONGAK TRADING CO),,Organization
WLE-5019,US OFAC,us-ofac.54080ee4091326d667352be72a24d81567a81ec5,DPRK4,Sidong SUN,,,,,,Individual
WLE-5020,US OFAC,us-ofac.9c07d324ea5c2cf0bc73b05a29eb410bd0e453a0,DPRK3,MARITIME ADMINISTRATION OF THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,,,,,,Organization
WLE-5021,US OFAC,us-ofac.eda206e6c1bb12e31e5404ed3a41438b78a69b5b,DPRK4,DANDONG HONGDA TRADE CO. LTD.,,,,,,Organization
WLE-5022,US OFAC,us-ofac.e46e45a9b1d84d022a00c98d33ea13dbca084468,DPRK4,KU BONG RYONG,,,,(Linked To: KOREA KUMBYOL TRADING COMPANY),,Organization
WLE-5023,US OFAC,us-ofac.4b6ae468a6476c233916ffa985d843f1f2d11c5e,DPRK4,SO BAEK SAN,,,,(Linked To: KOREA KUMBYOL TRADING COMPANY),,Organization
WLE-5024,US OFAC,us-ofac.7d6c72557dbf6689a6182bd3cc21459a5cde6b0b,LIBYA3,Darren DEBONO,,,,,,Individual
WLE-5025,US OFAC,us-ofac.07c38edd65d84c0931fab8b062686bf5d887370b,SDNTK,INVERSORA PINZON Y GARCIA S. EN C.S. EN LIQUIDACION,,,,,,Organization
WLE-5026,US OFAC,us-ofac.a3cf459c00b9919c51f4011abc2f666b6bf47271,LIBYA3,Fahmi BEN KHALIFA,,,,,,Individual
WLE-5027,US OFAC,us-ofac.288c4f6103332e1bd0c2354c2512447ac84c1efa,LIBYA3,Rodrick GRECH,,,,,,Individual
WLE-5028,US OFAC,us-ofac.6c431c80990e6a33e7fc913a548c64024ed71ca4,LIBYA3,THE BUSINESS CENTRE LTD.,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5029,US OFAC,us-ofac.a39c860cb2c1ea105384780fd48f5d6a07a9f311,LIBYA3,TIUBODA OIL AND GAS SERVICES,,,,,,Organization
WLE-5030,US OFAC,us-ofac.de61a10d71785eae4b00ba92990507253d04cdce,SDGT,Abdullah Ibrahim AL-FAISAL,,,,(Linked To: ISLAMIC STATE OF IRAQ AND THE LEVANT),,Individual
WLE-5031,US OFAC,us-ofac.6f2511eb1c62db495cec74ffda91def512d25547,DPRK2,Jong Sik KIM,,Deputy Director of the Workers' Party of Korea Military Industry Department,,,,Individual
WLE-5032,US OFAC,us-ofac.88289550e6e4cfc984c61b555df415785f903567,DPRK2,Pyong Chol RI,,First Vice Department Director of the Workers' Party of Korea Central Committee,,,,Individual
WLE-5033,US OFAC,us-ofac.82b28eeaf25ab1026dbc8b2e429384a72f305ac5,SDNTK,Na CHU,,,,,,Individual
WLE-5034,US OFAC,us-ofac.6177fa1e8fcf1a6e793dd6f962cb6ea07da0bf29,SDNTK,Yeyou CHU,,,,,,Individual
WLE-5035,US OFAC,us-ofac.c6cd5be478a265cd9e905451e3245f5077469c83,SDNTK,Cuiying LIU,,,,,,Individual
WLE-5036,US OFAC,us-ofac.0332872527a88688834b5cf10d497dd57f5db8f2,TCO,Yuri Viktorovich PICHUGIN,,,,(Linked To: THIEVES-IN-LAW),,Individual
WLE-5037,US OFAC,us-ofac.3c0e50295afeb153b5bad7f5d09651897258d855,DPRK2,Myong Hun RI,,,,,,Individual
WLE-5038,US OFAC,us-ofac.2fc0495aade6a445e873a2025cca26a2e78aeec6,DPRK4,Il Hwan KO,,Korea Daesong Bank Official,,,,Individual
WLE-5039,US OFAC,us-ofac.8ed657bac2809c842f61694d25482785b5cf6370,TCO,Vladimir Anatolyevich TYURIN,,,,(Linked To: THIEVES-IN-LAW),,Individual
WLE-5040,US OFAC,us-ofac.dcfde9b08df1f70ff6320f40f7182ebd2293fc01,TCO,NOVYI VEK - MEDIA,,,,,,Organization
WLE-5041,US OFAC,us-ofac.7b818c78af57c2a50dc5f8a841f258a683422c4c,MAGNIT,Ayub Vakhaevich KATAEV,,,,,,Individual
WLE-5042,US OFAC,us-ofac.1924ac17e85d24f5ed650f4128615f2330205eb8,GLOMAG,Dan GERTLER,,,,,,Individual
WLE-5043,US OFAC,us-ofac.b10cf662e2d407d97b49139201585e0cd576cc91,GLOMAG,Pieter Albert DEBOUTTE,,,,"(Linked To: GERTLER, Dan; Linked To: FLEURETTE PROPERTIES LIMITED; Linked To: GERTLER FAMILY FOUNDATION)",,Individual
WLE-5044,US OFAC,us-ofac.82f2c2d65e93e2b01a5b40c24d7947153d198673,GLOMAG,OIL OF DR CONGO SPRL,,,,(Linked To: FLEURETTE PROPERTIES LIMITED),,Organization
WLE-5045,US OFAC,us-ofac.2f71eba905bb14395095ac941e72aa4ea713e3df,GLOMAG,INTERNATIONAL DIAMOND INDUSTRIES,,,,"(Linked To: GERTLER, Dan)",,Organization
WLE-5046,US OFAC,us-ofac.545641f96a3bb0d00794c4dd4b11907073987b3d,GLOMAG,EMAXON FINANCE INTERNATIONAL INC.,,,,"(Linked To: GERTLER, Dan)",,Organization
WLE-5047,US OFAC,us-ofac.850eb2700fc95be859eb6c08ef525fe717e7015c,GLOMAG,CAPRIKAT LIMITED,,,,(Linked To: FLEURETTE PROPERTIES LIMITED),,Organization
WLE-5048,US OFAC,us-ofac.d2c4ee91473006c63d8ea478c13da93d984168c4,GLOMAG,CAPRIKAT AND FOXWHELP SARL,,,,(Linked To: FLEURETTE PROPERTIES LIMITED; Linked To: CAPRIKAT LIMITED; Linked To: FOXWHELP LIMITED),,Organization
WLE-5049,US OFAC,us-ofac.440fe78248218abff9a35a7ab0fa61047fb23489,GLOMAG,LORA ENTERPRISES LIMITED,,,,(Linked To: FLEURETTE PROPERTIES LIMITED; Linked To: ZUPPA HOLDINGS LIMITED),,Organization
WLE-5050,US OFAC,us-ofac.93017b903640e110beac89beb0437a7a5263ed8f,GLOMAG,ORAMA PROPERTIES LTD,,,,(Linked To: FLEURETTE PROPERTIES LIMITED),,Organization
WLE-5051,US OFAC,us-ofac.84c13703ad320fcfe089c7f0bf9635bc1ad9e948,MAGNIT,Alexei Nikolaevich SHESHENYA,,,,,,Individual
WLE-5052,US OFAC,us-ofac.66437525c6f329363b30bad4938a310be0add1d5,GLOMAG,FLEURETTE PROPERTIES LIMITED,,,,"(Linked To: GERTLER, Dan)",,Organization
WLE-5053,US OFAC,us-ofac.184ecf377f13d2bf1479ba53cfd395d43033cb48,GLOMAG,GERTLER FAMILY FOUNDATION,,,,"(Linked To: GERTLER, Dan)",,Organization
WLE-5054,US OFAC,us-ofac.221b455c242bb08dbc859c6323818098ae529450,GLOMAG,JARVIS CONGO SARL,,,,"(Linked To: DEBOUTTE, Pieter Albert; Linked To: FLEURETTE PROPERTIES LIMITED)",,Organization
WLE-5055,US OFAC,us-ofac.9da4a50cbc823b4d4498a70b536426b5417e5e84,GLOMAG,D.G.D. INVESTMENTS LTD.,,,,"(Linked To: GERTLER, Dan)",,Organization
WLE-5056,US OFAC,us-ofac.083da7e58ceb6b38542522c3ed1053aa74393b94,GLOMAG,PROGLAN CAPITAL LTD,,,,(Linked To: D.G.D. INVESTMENTS LTD.),,Organization
WLE-5057,US OFAC,us-ofac.83836bcb96ae6c3c09e118ca184157f1cf91d34b,GLOMAG,AFRICA HORIZONS INVESTMENT LIMITED,,,,(Linked To: FLEURETTE PROPERTIES LIMITED),,Organization
WLE-5058,US OFAC,us-ofac.99be8dc3704071829aa7be1de4a6345ac3b94907,GLOMAG,FOXWHELP LIMITED,,,,(Linked To: FLEURETTE PROPERTIES LIMITED),,Organization
WLE-5059,US OFAC,us-ofac.ceaf43b23561347d0da78e19d2bd05678ce6038b,GLOMAG,DGI MINING LTD,,,,"(Linked To: GERTLER, Dan)",,Organization
WLE-5060,US OFAC,us-ofac.70c48b65c99122956d6958e102791298622d8833,GLOMAG,Sergey KUSIUK,,,,,,Individual
WLE-5061,US OFAC,us-ofac.1680751fa3f1132417d3279160729087ef9847b1,GLOMAG,Mukhtar Hamid SHAH,,,,,,Individual
WLE-5062,US OFAC,us-ofac.b2eab5878cb42f7b2dce6ba9f8190ccd39f7e300,GLOMAG,Yan GAO,,,,,,Individual
WLE-5063,US OFAC,us-ofac.52c64dd8ab8642d00039d2366dcb36de4158bcd3,GLOMAG,PREDUZECE ZA TRGOVINU NA VELIKO I MALO PARTIZAN TECH DOO BEOGRAD-SAVSKI VENAC,,,,"(Linked To: TESIC, Slobodan)",,Organization
WLE-5064,US OFAC,us-ofac.ede6ee714c5b760a75d9511acef368ea26992368,GLOMAG,GRAWIT LIMITED,,,,"(Linked To: TESIC, Slobodan)",,Organization
WLE-5065,US OFAC,us-ofac.e2a35c60ed9303394e1b7702e67b39d21bf6dfbe,GLOMAG,TECHNOGLOBAL SYSTEMS DOO BEOGRAD,,,,"(Linked To: TESIC, Slobodan)",,Organization
WLE-5066,US OFAC,us-ofac.d6ed5fddd8618812027b7a390e0242af825982d1,GLOMAG,Artem Yuryevich CHAYKA,,,,,,Individual
WLE-5067,US OFAC,us-ofac.6c8cc7f47e04f372a7c66165e719c47be47bd5bd,GLOMAG,Yankuba BADJIE,,,,,,Individual
WLE-5068,US OFAC,us-ofac.231bf12dfbcf3ef8daeac39d4f76f341f42200ce,GLOMAG,KANILAI GROUP INTERNATIONAL,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5069,US OFAC,us-ofac.3bf24c22b3558ef77d0d40512211c7802c0a4f04,GLOMAG,ROYAL AFRICA CAPITAL HOLDING LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5070,US OFAC,us-ofac.bf8eee9990c31f6b0807a4c99ca85cdbcceaa386,GLOMAG,AFRICADA MICRO-FINANCE LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5071,US OFAC,us-ofac.c2c786f4c1925a5e9cc5128cd9eebef1e40b2d1c,GLOMAG,AFRICADA INSURANCE COMPANY,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5072,US OFAC,us-ofac.0b995385287659930e6fe0823ff0e28808718419,GLOMAG,PATRIOT INSURANCE BROKERS CO. LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5073,US OFAC,us-ofac.604e9b32090945770ef9c198cea552bcfc53e847,SDGT,Muhammad AL-GHAZALI,,,,,,Individual
WLE-5074,US OFAC,us-ofac.8840b49cbd4a0485441a31abda34df898d3026f3,MAGNIT,Ramzan Akhmatovich KADYROV,,,,,,Individual
WLE-5075,US OFAC,us-ofac.38ab9587222e5b04b1ae40f48f079670bdb81ddb,VENEZUELA,Francisco Jose RANGEL GOMEZ,,Former Governor of Bolivar State,,,,Individual
WLE-5076,US OFAC,us-ofac.998736415f2c161ff34db2729a481ed5560ab55a,VENEZUELA,Gerardo Jose IZQUIERDO TORRES,,State Minister for the New Border of Peace,,,,Individual
WLE-5077,US OFAC,us-ofac.9588636269b0e11b88eaf56d22224416e2ac97a5,SDNTK,GALLISTICA DIAMANTE,,,,,,Organization
WLE-5078,US OFAC,us-ofac.55361cf509043af4a12a36ba5c8983cdcaefc4d4,SDGT,Abukar Ali ADAN,,,,,,Individual
WLE-5079,US OFAC,us-ofac.748d63217d9c6646e64717eff87de47312f53fee,LIBYA3,MALTA DIRECTORIES LTD.,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5080,US OFAC,us-ofac.a776cda3da987cd8f73ff24b673fa4b32f67507b,LIBYA3,MARIE DE LOURDES COMPANY LIMITED,,,,"(Linked To: DEBONO, Darren)",,Organization
WLE-5081,US OFAC,us-ofac.aad77ceaae361989fca6d55dbee81ed31235c776,LIBYA3,WORLD WATER FISHERIES LIMITED,,,,"(Linked To: DEBONO, Darren)",,Organization
WLE-5082,US OFAC,us-ofac.6b426ee1ae1491855c2c562634c073fd1d28a8af,LIBYA3,TARA LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5083,US OFAC,us-ofac.c6eaa0a430684c38f9e4e56e177b4a732c748417,LIBYA3,GORGE LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5084,US OFAC,us-ofac.19ca24b3725d1611fb0ba4f46f080f145e132c15,LIBYA3,S-CAPE LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5085,US OFAC,us-ofac.e0e2b4c840fc552e79fd3e2de22542c45486afa1,LIBYA3,ADJ TRADING LIMITED,,,,"(Linked To: DEBONO, Darren; Linked To: ARAFA, Ahmed Ibrahim Hassan Ahmed; Linked To: BEN KHALIFA, Fahmi)",,Organization
WLE-5086,US OFAC,us-ofac.293d251b9d354fe1be3b77cfd8bade5677cff2f8,GLOMAG,ROZARO DEVELOPMENT LIMITED,,,,(Linked To: FLEURETTE PROPERTIES LIMITED),,Organization
WLE-5087,US OFAC,us-ofac.7890da9d97cc91d6373543b88b39cb079e4c9ca9,GLOMAG,Julio Antonio JUAREZ RAMIREZ,,,,,,Individual
WLE-5088,US OFAC,us-ofac.cc248f5232e26580e4737377713fa364d0104770,GLOMAG,Maung Maung SOE,,,,,,Individual
WLE-5089,US OFAC,us-ofac.6a2d0707254aeeced51a35f48464d350e266266a,GLOMAG,Benjamin BOL MEL,,President of ABMC Thai-South Sudan Construction Company,,,,Individual
WLE-5090,US OFAC,us-ofac.a0ab357d8b4895a8d470ee47d5e8f052823e21df,GLOMAG,CHARSO LIMITED,,,,"(Linked To: TESIC, Slobodan)",,Organization
WLE-5091,US OFAC,us-ofac.37ac24b887ec9e6e9843be3f5e04b81178bb41ee,GLOMAG,Slobodan TESIC,,,,,,Individual
WLE-5092,US OFAC,us-ofac.4d0d7a1b1d97572c9733ce9202eb942870f607f8,GLOMAG,Yahya JAMMEH,,,,,,Individual
WLE-5093,US OFAC,us-ofac.1b738bdc2579d0cd11d60d542db30763815d911c,GLOMAG,Roberto Jose RIVAS REYES,,,,,,Individual
WLE-5094,US OFAC,us-ofac.e4612d1724e345ae83c31dc615bbb222856b8962,GLOMAG,KANILAI WORNI FAMILY FARMS LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5095,US OFAC,us-ofac.44275ca2551cc9b85ac6041b9f7b65745e5013d0,GLOMAG,AFRICADA FINANCIAL SERVICES AND BUREAU DE CHANGE LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5096,US OFAC,us-ofac.1433893b91e75408d66010d10e328c86f1d9c983,GLOMAG,AFRICADA AIRWAYS,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5097,US OFAC,us-ofac.a5ad399b4e710c215cd710ebf412ea35660ce83f,GLOMAG,PALM GROVE AFRICA DEV'T CORP. LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5098,US OFAC,us-ofac.d36e4708b5d8b0054d7e203c3a5af543000c9c28,GLOMAG,ROYAL AFRICA SECURITIES BROKERAGE CO LTD,,,,"(Linked To: JAMMEH, Yahya)",,Organization
WLE-5099,US OFAC,us-ofac.740c11509b87a20bb94cf008e4be95abe8df537d,GLOMAG,ABMC THAI-SOUTH SUDAN CONSTRUCTION COMPANY LIMITED,,,,"(Linked To: BOL MEL, Benjamin)",,Organization
WLE-5100,US OFAC,us-ofac.43647f21bf322926bd96b2d1d9f7780ce972796c,GLOMAG,HOME AND AWAY LTD.,,,,"(Linked To: BOL MEL, Benjamin)",,Organization
WLE-5101,US OFAC,us-ofac.11f10a37145e000eead7d42fcb703878809c0a3f,VENEZUELA,Rodolfo Clemente MARCO TORRES,,Governor of Aragua State,,,,Individual
WLE-5102,US OFAC,us-ofac.a88ade1f79b0754c3f2cc871eb3a33ca94c03009,VENEZUELA,Fabio Enrique ZAVARSE PABON,,Commander of the Capital Integral Defense Operational Zone of the National Armed Forces,,,,Individual
WLE-5103,US OFAC,us-ofac.feb9c8ad4616bb496af08d5ed9ea2823d22bb27e,SDNTK,Jesus PEREZ ALVEAR,,,,(Linked To: CARTEL DE JALISCO NUEVA GENERACION; Linked To: LOS CUINIS; Linked To: GALLISTICA DIAMANTE),,Individual
WLE-5104,US OFAC,us-ofac.4b77b49c235594ae9a0f3cfc0e6b9c9ea2fa5eba,SDNTK,Miguel Jose LEONE MARTINEZ,,,,(Linked To: LOS CUINIS),,Individual
WLE-5105,US OFAC,us-ofac.1d85cc8aba1b7dc50c7f7aeeff7db5b0e7f645f8,SDGT,Wanas AL-FAQIH,,,,,,Individual
WLE-5106,US OFAC,us-ofac.d0e1f17e7d67a43ade835acfdd1b81bb2f7eda3e,LIBYA3,ELEVEN EIGHTY EIGHT LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5107,US OFAC,us-ofac.f621bea3b8091f51b99430ac10aefb11cd367d5d,LIBYA3,MR HANDYMAN LTD,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5108,US OFAC,us-ofac.90913d69556ed45b794caeacffaee81d751d2973,LIBYA3,KB INVESTMENTS LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5109,US OFAC,us-ofac.2ec6448cac9b344623349d42b6f6acc438224b19,LIBYA3,SEABRASS LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5110,US OFAC,us-ofac.9c6c2418ac421fc69c3f961587f33b59099e59c7,LIBYA3,S-CAPE YACHT CHARTER LIMITED,,,,"(Linked To: DEBONO, Gordon)",,Organization
WLE-5111,US OFAC,us-ofac.e13b63ade369e3f994536a4afca37ae144459c95,LIBYA3,OCEANO BLU TRADING LIMITED,,,,,,Organization
WLE-5112,US OFAC,us-ofac.b0eb7ae27e062cb2b853e096732a541067b419c9,LIBYA3,ANDREA MARTINA LIMITED,,,,"(Linked To: DEBONO, Darren)",,Organization
WLE-5113,US OFAC,us-ofac.cb80dae90b27c9c75a5b531c2c0c5275ab03d29c,LIBYA3,THEODOROS,,,,(Linked To: ADJ TRADING LIMITED),,Organization
